id,section,question,option1,option2,option3,option4,correct
"290","Chasis, Suspensión y Frenos","En análisis térmico del freno, la energía a disipar depende de:","Peso del conductor","Masa del vehículo y velocidad inicial","Relación de dirección","Color del vehículo","Masa del vehículo y velocidad inicial"
"291","Chasis, Suspensión y Frenos","¿Qué factor incrementa la probabilidad de subviraje?","Transferencia de carga al eje trasero","Neumáticos delanteros desgastados","Rígida trasera","Suspensión blanda trasera","Neumáticos delanteros desgastados"
"292","Chasis, Suspensión y Frenos","En geometría de dirección, un avance negativo produce:","Mayor estabilidad","Retorno rápido del volante","Dirección inestable y ligera","Desgaste uniforme","Dirección inestable y ligera"
"293","Chasis, Suspensión y Frenos","El cálculo del reparto de frenado considera:","Transferencia dinámica de carga","Color de las pastillas","Tipo de aceite del motor","Nivel de combustible","Transferencia dinámica de carga"
"294","Chasis, Suspensión y Frenos","La potencia de frenado requerida para un vehículo pesado aumenta con:","Disminución de masa","Mayor velocidad y pendiente","Menor tamaño de llantas","Mayor presión de llantas","Mayor velocidad y pendiente"
"295","Chasis, Suspensión y Frenos","Un fallo en un sensor de rueda del ABS provoca:","Activación permanente del ABS","Desactivación del sistema y luz encendida","Aumento de frenado","Disminución del desgaste","Desactivación del sistema y luz encendida"
"296","Tren de Fuerza Motriz","¿Cuál es la función principal del embrague en un vehículo?","Transmitir potencia del motor a las ruedas","Interrumpir la potencia del motor a la caja de cambios","Aumentar el par motor","Reducir la velocidad del motor","Interrumpir la potencia del motor a la caja de cambios"
"297","Tren de Fuerza Motriz","¿Dónde se ubica el embrague en el vehículo?","Entre la caja de cambios y el diferencial","Unido al volante de inercia","Dentro del cárter del motor","En el eje secundario de la transmisión","Unido al volante de inercia"
"298","Tren de Fuerza Motriz","¿Qué característica permite que el vehículo arranque suavemente?","Elasticidad","Rigidez","Progresividad","Inercia","Progresividad"
"299","Tren de Fuerza Motriz","¿Cuál es el tipo de embrague más utilizado en turismos?","Multidisco","Bidisco","Monodisco","Hidráulico","Monodisco"
"300","Tren de Fuerza Motriz","¿Qué componente presiona el disco contra el volante?","Horquilla","Plato de presión","Collarín","Cojinete piloto","Plato de presión"
"301","Tren de Fuerza Motriz","¿Qué tipo de accionamiento utiliza líquido hidráulico para desembragar?","Mecánico por cable","Automático","Hidráulico","Electromecánico","Hidráulico"
"302","Tren de Fuerza Motriz","¿Cuál es la función del volante o dámper en el sistema de embrague?","Reducir la velocidad del motor","Absorber vibraciones y permitir el arranque del motor","Multiplicar el par motor","Regular la presión del aceite","Absorber vibraciones y permitir el arranque del motor"
"303","Tren de Fuerza Motriz","¿Qué sucede cuando el pedal del embrague está presionado?","El disco transmite el par motor","El embrague está embragado","El motor se acopla a la caja de cambios","El embrague está desembragado","El embrague está desembragado"
"304","Tren de Fuerza Motriz","¿Cuál es la función del collarín en el sistema de embrague?","Transmitir el par motor","Presionar el diafragma para liberar el disco","Absorber vibraciones del cigüeñal","Regular la presión del aceite","Presionar el diafragma para liberar el disco"
"305","Tren de Fuerza Motriz","¿Qué tipo de embrague se utiliza en motocicletas y cajas automáticas?","Monodisco","Bidisco","Multidisco en baño de aceite","Hidráulico seco","Multidisco en baño de aceite"
"306","Tren de Fuerza Motriz","¿Cuál es la función de los resortes en el disco de embrague flexible?","Aumentar la fricción","Amortiguar impulsos del motor","Reducir la presión del plato","Evitar el desgaste del volante","Amortiguar impulsos del motor"
"307","Tren de Fuerza Motriz","¿Qué tipo de accionamiento no requiere pedal de embrague?","Mecánico por cable","Hidráulico","Automático electrohidráulico","Mecánico por varillaje","Automático electrohidráulico"
"308","Tren de Fuerza Motriz","¿Qué elemento adicional incorpora el convertidor hidráulico respecto al embrague hidráulico?","Diafragma","Estator o reactor","Collarín","Horquilla","Estator o reactor"
"309","Tren de Fuerza Motriz","¿Cuál es la función del convertidor hidráulico de par?","Multiplicar el par motor y permitir transmisión suave","Reducir la velocidad del motor","Aumentar la presión del aceite","Desacoplar el motor sin pérdida de energía","Multiplicar el par motor y permitir transmisión suave"
"310","Tren de Fuerza Motriz","¿Qué tipo de embrague se utiliza en vehículos deportivos o industriales de gran tonelaje?","Monodisco","Bidisco","Multidisco","Hidráulico","Bidisco"
"311","Tren de Fuerza Motriz","¿Cuál es la principal ventaja del embrague hidráulico frente al mecánico?","Mayor fricción","Cambios más suaves y menor desgaste","Mayor presión en el plato","Menor consumo de aceite","Cambios más suaves y menor desgaste"
"312","Tren de Fuerza Motriz","¿Qué ocurre cuando el embrague no libera correctamente?","El motor se apaga","Las velocidades rascan al insertarlas","El vehículo acelera más rápido","El pedal queda flojo","Las velocidades rascan al insertarlas"
"313","Tren de Fuerza Motriz","¿Cuál es la causa más común de patinamiento del embrague?","Fuerza de presión excesiva","Forros desgastados o engrasados","Plato de presión nuevo","Collarín lubricado","Forros desgastados o engrasados"
"314","Tren de Fuerza Motriz","¿Qué componente se debe verificar para evitar desalineación entre motor y caja de cambios?","Soporte del motor","Casquillos de centrado","Tornillo de fijación del volante","Junta de la carcasa","Casquillos de centrado"
"315","Tren de Fuerza Motriz","¿Qué síntoma indica dureza en el embrague?","Pedal muy suave","Pedal difícil de accionar","Vibraciones al arrancar","Ruidos en el volante","Pedal difícil de accionar"
"316","Tren de Fuerza Motriz","¿Por qué el convertidor hidráulico puede actuar como multiplicador de par?","Por el diseño helicoidal de los álabes y el estator","Por el aumento del diámetro del volante","Por la presión del aceite en la bomba","Por la reducción del coeficiente de fricción","Por el diseño helicoidal de los álabes y el estator"
"317","Tren de Fuerza Motriz","¿Cuál es la función principal de la caja de cambios en un vehículo?","Aumentar la potencia del motor","Adaptar el par motor y la velocidad a las condiciones de marcha","Mejorar la economía de combustible","Controlar la temperatura del motor","Adaptar el par motor y la velocidad a las condiciones de marcha"
"318","Tren de Fuerza Motriz","¿Qué tipo de engranajes son más utilizados en las cajas de cambios por su funcionamiento silencioso?","Rectos","Helicoidales","Sin fin","Planetarios","Helicoidales"
"319","Tren de Fuerza Motriz","¿Por qué un vehículo no podría alcanzar velocidad adecuada si no tuviera caja de cambios?","Porque el motor no tendría fuerza suficiente para arrancar en relación directa","Porque aumentaría el consumo de combustible","Porque se bloquearía el diferencial","Porque el embrague no funcionaría","Porque el motor no tendría fuerza suficiente para arrancar en relación directa"
"320","Tren de Fuerza Motriz","¿Cuál es la ventaja principal de los engranajes helicoidales frente a los rectos?","Son más económicos","Son más silenciosos y duraderos","No requieren lubricación","No necesitan sincronización","Son más silenciosos y duraderos"
"321","Tren de Fuerza Motriz","¿Cómo se clasifican las cajas de cambios manuales?","Sincronizadas y automáticas","Sincronizadas y no sincronizadas","Hidráulicas y mecánicas","Manuales y eléctricas","Sincronizadas y no sincronizadas"
"322","Tren de Fuerza Motriz","¿Qué componente permite engranar las diferentes relaciones de transmisión en la caja de cambios?","Árbol primario","Horquillas de selección","Piñón de marcha atrás","Sincronizador","Horquillas de selección"
"323","Tren de Fuerza Motriz","¿Cuál es la función del piñón de marcha atrás?","Aumentar la velocidad del vehículo","Cambiar el sentido de giro del árbol de salida","Reducir el par motor","Sincronizar las marchas","Cambiar el sentido de giro del árbol de salida"
"324","Tren de Fuerza Motriz","¿Qué ventaja ofrece la caja sincronizada frente a la no sincronizada?","Mayor velocidad máxima","Menor desgaste y funcionamiento más silencioso","No necesita aceite","No requiere mantenimiento","Menor desgaste y funcionamiento más silencioso"
"325","Tren de Fuerza Motriz","¿Qué elemento conecta el árbol primario con el motor?","Sincronizador","Disco de embrague","Horquilla","Piñón loco","Disco de embrague"
"326","Tren de Fuerza Motriz","¿Qué tipo de engranajes se utilizan en la caja no sincronizada?","Helicoidales","Rectos","Planetarios","Sin fin","Rectos"
"327","Tren de Fuerza Motriz","¿Cuál es la función del árbol secundario?","Transmitir el par motor al embrague","Llevar los piñones sincronizados y transmitir movimiento a las ruedas","Cambiar el sentido de giro","Regular la presión del aceite","Llevar los piñones sincronizados y transmitir movimiento a las ruedas"
"328","Tren de Fuerza Motriz","¿Qué dispositivo evita que las marchas rasquen al engranar?","Horquilla","Sincronizador","Piñón loco","Árbol intermediario","Sincronizador"
"329","Tren de Fuerza Motriz","¿Cuál es la función del árbol intermediario (masa)?","Llevar piñones fijos y transmitir el par del primario","Engranar la marcha atrás","Regular la velocidad del motor","Sincronizar las marchas","Llevar piñones fijos y transmitir el par del primario"
"330","Tren de Fuerza Motriz","¿Qué tipo de sincronizador utiliza un anillo elástico?","Cono y esfera","Cono y cerrojo","Anillo de sincronización elástico","Sin fin","Anillo de sincronización elástico"
"331","Tren de Fuerza Motriz","¿Qué síntoma indica falta de aceite en la caja de cambios?","Vibraciones al arrancar","Ruido general en la caja","Marchas que se salen","Pedal duro","Ruido general en la caja"
"332","Tren de Fuerza Motriz","¿Qué causa que todas las marchas entren con dificultad (descartando el embrague)?","Sincronizador roto","Varillaje desalineado o con holgura","Piñón loco desgastado","Árbol primario roto","Varillaje desalineado o con holgura"
"333","Tren de Fuerza Motriz","¿Qué avería se produce si las marchas se salen durante la conducción?","Sincronizador desgastado","Sistema de enclavamiento defectuoso","Árbol secundario roto","Piñón de retro roto","Sistema de enclavamiento defectuoso"
"334","Tren de Fuerza Motriz","¿Qué precaución se debe tomar antes de desmontar la caja de cambios?","Llenar el aceite","Asegurarse que la avería está en la caja","Desmontar el embrague primero","Ajustar el varillaje","Asegurarse que la avería está en la caja"
"335","Tren de Fuerza Motriz","¿Qué elementos deben renovarse al ensamblar la caja de cambios?","Solo los piñones","Tuercas autofrenantes, retenes y anillos sincronizadores","Árbol primario y secundario","Horquillas y cojinetes","Tuercas autofrenantes, retenes y anillos sincronizadores"
"336","Tren de Fuerza Motriz","¿Qué herramienta se recomienda para extraer pasadores?","Llave inglesa","Botadores de precisión","Alicates","Imán","Botadores de precisión"
"337","Tren de Fuerza Motriz","¿Qué se debe verificar al montar un circlip?","Que quede flojo para evitar presión","Que encaje justo en su canaladura","Que esté lubricado","Que se monte sin arandela","Que encaje justo en su canaladura"
"338","Tren de Fuerza Motriz","¿Cuál es la función principal de una transmisión automática?","Mejorar la comodidad de conducción","Proporcionar diferentes rangos de velocidad y multiplicar el par motor","Facilitar el arranque suave sin intervención del conductor","Reducir el desgaste del embrague","Proporcionar diferentes rangos de velocidad y multiplicar el par motor"
"339","Tren de Fuerza Motriz","¿Qué componente conecta el motor con la transmisión automática?","Embrague monodisco","Convertidor de par","Correa metálica","Árbol secundario","Convertidor de par"
"340","Tren de Fuerza Motriz","¿Qué ventaja ofrece la transmisión automática frente a la manual?","Mayor consumo","Cambios más bruscos","Arranque suave y comodidad","Necesidad de operar el embrague manualmente","Arranque suave y comodidad"
"341","Tren de Fuerza Motriz","¿Qué tipo de engranajes utilizan las cajas automáticas convencionales?","Helicoidales","Epicicloidales o planetarios","Rectos","Sin fin","Epicicloidales o planetarios"
"342","Tren de Fuerza Motriz","¿Qué significa la posición “P” en la palanca selectora?","Punto muerto","Park: bloqueo mecánico de la transmisión","Primera velocidad","Overdrive","Park: bloqueo mecánico de la transmisión"
"343","Tren de Fuerza Motriz","¿Qué posición permite arrancar el motor sin mover el vehículo?","D","R","N","S","N"
"344","Tren de Fuerza Motriz","¿Qué posición se utiliza para marcha atrás?","P","R","OD","1","R"
"345","Tren de Fuerza Motriz","¿Cuál es la función del convertidor de par además de transmitir potencia?","Multiplicar el par motor y permitir acoplamiento hidráulico","Reducir la velocidad del motor","Eliminar el diferencial","Controlar la presión del aceite","Multiplicar el par motor y permitir acoplamiento hidráulico"
"346","Tren de Fuerza Motriz","¿Qué componente genera la presión hidráulica en la transmisión automática?","Sensor de velocidad","Bomba de aceite","Embrague de discos","Gobernador","Bomba de aceite"
"347","Tren de Fuerza Motriz","¿Qué tipo de transmisión permite infinitas relaciones sin escalonamiento?","DSG","CVT","Epicicloidal","Manual sincronizada","CVT"
"348","Tren de Fuerza Motriz","¿Cómo se logra la variación de relación en una CVT?","Por engranajes helicoidales","Por poleas cónicas y correa metálica","Por embragues multidisco","Por trenes planetarios","Por poleas cónicas y correa metálica"
"349","Tren de Fuerza Motriz","¿Qué posición se recomienda para máxima eficiencia y economía de combustible?","1","OD (Overdrive)","S","R","OD (Overdrive)"
"350","Tren de Fuerza Motriz","¿Qué función cumple el cuerpo de válvulas en la transmisión automática?","Lubricar los engranajes","Controlar la dirección y presión del fluido","Multiplicar el par motor","Bloquear el diferencial","Controlar la dirección y presión del fluido"
"351","Tren de Fuerza Motriz","¿Qué ventaja ofrece el cambio DSG frente a una automática convencional?","Cambios más lentos","Uso de convertidor de par","Cambios más rápidos y sin interrupción de tracción","No requiere gestión electrónica","Cambios más rápidos y sin interrupción de tracción"
"352","Tren de Fuerza Motriz","¿Qué componente evita que el vehículo ruede en posición “P”?","Embrague de discos","Trinquete de estacionamiento","Sensor de velocidad","Porta planetarios","Trinquete de estacionamiento"
"353","Tren de Fuerza Motriz","¿Qué sucede si se selecciona “P” con el vehículo en movimiento?","No ocurre nada","Se bloquea el diferencial","Puede dañar internamente la transmisión","Activa el freno de estacionamiento automáticamente","Puede dañar internamente la transmisión"
"354","Tren de Fuerza Motriz","¿Qué tipo de tren epicicloidal se utiliza en cajas automáticas compactas de 4 velocidades?","Simpson","Wilson","Ravigneaux","Helicoidal","Ravigneaux"
"355","Tren de Fuerza Motriz","¿Qué precaución es fundamental en el mantenimiento de una CVT?","Cambiar la correa por una de goma","Mantener la presión correcta y usar aceite especificado","Ajustar manualmente las poleas","Eliminar el convertidor de par","Mantener la presión correcta y usar aceite especificado"
"356","Tren de Fuerza Motriz","¿Qué componente gestiona electrónicamente el cambio DSG?","Gobernador","Unidad Mecatronic","Convertidor de par","Sensor MAP","Unidad Mecatronic"
"357","Tren de Fuerza Motriz","¿Qué ocurre en DSG cuando el vehículo circula en tercera?","La cuarta marcha ya está engranada y lista para activarse","El embrague K2 está cerrado","El árbol inversor está bloqueado","Se activa el modo Sport","La cuarta marcha ya está engranada y lista para activarse"
"358","Tren de Fuerza Motriz","¿Qué posición se utiliza para conducción deportiva en DSG?","P","N","S","OD","S"
"359","Tren de Fuerza Motriz","¿Cuál es la función principal del diferencial convencional en un vehículo?","Aumentar la velocidad del motor","Permitir que las ruedas giren a diferentes velocidades en curvas","Reducir el consumo de combustible","Bloquear el eje trasero","Permitir que las ruedas giren a diferentes velocidades en curvas"
"360","Tren de Fuerza Motriz","¿Qué componente transmite el movimiento desde la caja de cambios al diferencial?","Árbol de transmisión","Palieres","Piñón de ataque","Corona","Árbol de transmisión"
"361","Tren de Fuerza Motriz","¿Cómo se denomina el piñón que engrana con la corona del diferencial?","Piñón loco","Piñón de ataque","Piñón planetario","Piñón satélite","Piñón de ataque"
"362","Tren de Fuerza Motriz","¿Qué tipo de engranajes se encuentran dentro del mecanismo diferencial?","Helicoidales y planetarios","Rectos y satélites","Planetarios y satélites","Sin fin","Planetarios y satélites"
"363","Tren de Fuerza Motriz","¿Qué sucede si no existiera el diferencial?","El vehículo no arrancaría","Las ruedas patinarían en curvas","Aumentaría la velocidad","Se reduciría el par motor","Las ruedas patinarían en curvas"
"364","Tren de Fuerza Motriz","¿Qué elemento conecta el diferencial con las ruedas motrices?","Árbol primario","Semiárboles o palieres","Árbol secundario","Junta cardán","Semiárboles o palieres"
"365","Tren de Fuerza Motriz","¿Qué tipo de junta se utiliza comúnmente en el árbol de transmisión?","Junta homocinética","Junta cardán","Junta universal","Junta flexible","Junta cardán"
"366","Tren de Fuerza Motriz","¿Cuál es la función del piñón de ataque y la corona?","Transmitir el par motor a las ruedas","Reducir la velocidad y aumentar el par","Bloquear el diferencial","Regular la presión del aceite","Reducir la velocidad y aumentar el par"
"367","Tren de Fuerza Motriz","¿Qué tipo de unión permite transmitir movimiento, aunque los ejes no estén alineados?","Junta cardán","Junta homocinética","Junta flexible","Ambas A y B","Ambas A y B"
"368","Tren de Fuerza Motriz","¿Qué característica tiene la junta homocinética frente a una junta cardán?","Transmite movimiento con velocidad constante en cualquier ángulo","No requiere lubricación","Es más económica","Elimina el uso de crucetas","Transmite movimiento con velocidad constante en cualquier ángulo"
"369","Tren de Fuerza Motriz","¿Qué tipo de dientes tiene el piñón y la corona en la mayoría de diferenciales?","Rectos","Helicoidales","Cónicos helicoidales","Sin fin","Cónicos helicoidales"
"370","Tren de Fuerza Motriz","¿Qué función cumple el árbol de transmisión en vehículos largos?","Transmitir par motor entre caja y diferencial","Reducir la velocidad del motor","Bloquear el diferencial","Aumentar la potencia","Transmitir par motor entre caja y diferencial"
"371","Tren de Fuerza Motriz","¿Qué elemento absorbe variaciones de longitud en el árbol de transmisión?","Junta cardán","Manguito deslizante","Cruceta","Horquilla","Manguito deslizante"
"372","Tren de Fuerza Motriz","¿Qué tipo de diferencial permite bloquearse automáticamente en condiciones críticas?","Diferencial libre","Diferencial ASD","Diferencial planetario","Diferencial hipoide","Diferencial ASD"
"373","Tren de Fuerza Motriz","¿Qué ventaja ofrece el diseño hipoide frente al cónico convencional?","Menor contacto entre dientes","Mayor transmisión de par y suavidad","No necesita lubricación","Reduce el tamaño del diferencial","Mayor transmisión de par y suavidad"
"374","Tren de Fuerza Motriz","¿Qué ocurre cuando el vehículo toma una curva?","Ambas ruedas giran igual","El diferencial ajusta la velocidad de cada rueda","Las ruedas interiores giran más rápido","Se bloquea la corona","El diferencial ajusta la velocidad de cada rueda"
"375","Tren de Fuerza Motriz","¿Qué precaución se debe tomar al montar el diferencial?","Ajustar la holgura entre piñón y corona","Lubricar con grasa sólida","Bloquear los satélites","Reducir el número de dientes","Ajustar la holgura entre piñón y corona"
"376","Tren de Fuerza Motriz","¿Qué componente se verifica para evitar ruidos por exceso de carga?","Palieres","Ajuste del piñón y corona","Junta cardán","Cruceta","Ajuste del piñón y corona"
"377","Tren de Fuerza Motriz","¿Qué función cumple la caja de transferencia en vehículos todo terreno?","Aumentar la velocidad","Reducir el par motor","Incrementar el par mediante desmultiplicación","Bloquear el diferencial","Incrementar el par mediante desmultiplicación"
"378","Tren de Fuerza Motriz","¿Qué tipo de reductora utiliza engranajes planetarios?","Caja manual","Caja de transferencia avanzada","Diferencial libre","Árbol primario","Caja de transferencia avanzada"
"379","Tren de Fuerza Motriz","¿Qué elemento permite variar la longitud del árbol de transmisión?","Cruceta","Manguito deslizante","Junta homocinética","Horquilla","Manguito deslizante"
600,Sistemas Híbridos y Eléctricos,¿Qué significa SOC?,"State of Charge (estado de carga)","Sistema de control","Sensor óptico","Sobrevoltaje","State of Charge (estado de carga)"
381,Sistemas Híbridos y Eléctricos,"¿Cuál es la función principal del Power Split Device (PSD) en un sistema híbrido como el THS de Toyota?","Recargar la batería auxiliar de 12V","Repartir la potencia del motor térmico entre las ruedas y el generador MG1","Controlar la temperatura de la batería","Gestionar el freno regenerativo","Repartir la potencia del motor térmico entre las ruedas y el generador MG1"
382,Sistemas Híbridos y Eléctricos,"¿Qué tipo de batería utiliza el sistema THS-II de Toyota según el documento?","Batería de plomo-ácido","Batería de iones de litio","Batería de hidruro de níquel-metal (Ni-MH)","Batería de aire-zinc","Batería de hidruro de níquel-metal (Ni-MH)"
383,Sistemas Híbridos y Eléctricos,¿Cuál es la ventaja principal de la arquitectura serie?,"Mayor autonomía eléctrica","Menor costo","Mayor velocidad máxima","Menor peso","Mayor autonomía eléctrica"
384,Sistemas Híbridos y Eléctricos,"Durante una deceleración en modo ""D"", ¿qué ocurre con el motor térmico (ICE) si la velocidad es superior a 50 km/h?","Se apaga inmediatamente","Sigue girando a un régimen predeterminado para proteger el sistema","Actúa como freno motor","Se desconecta del PSD","Sigue girando a un régimen predeterminado para proteger el sistema"
385,Sistemas Híbridos y Eléctricos,"¿Qué elemento se utiliza para detectar con precisión la posición del rotor en los motores MG1 y MG2?","Un encoder óptico","Un sensor Hall","Un resolver","Un potenciómetro","Un resolver"
386,Sistemas Híbridos y Eléctricos,"¿Qué función cumple el convertidor CC-CC (DC-DC) en un vehículo híbrido?","Convertir la corriente alterna de MG1 en corriente continua para la batería.","Aumentar la tensión de la batería para el inversor.","Convertir la alta tensión de la batería HV a 12V CC para los sistemas auxiliares","Controlar la velocidad del compresor del aire acondicionado","Convertir la alta tensión de la batería HV a 12V CC para los sistemas auxiliares"
387,Sistemas Híbridos y Eléctricos,"Durante una fuerte aceleración, el sistema de gestión del vehículo híbrido:","Apaga el motor térmico para ahorrar combustible","Utiliza energía de la batería de forma transitoria para complementar la potencia de MG2","Desconecta MG1 para evitar sobrecargas","Activa exclusivamente el motor térmico","Utiliza energía de la batería de forma transitoria para complementar la potencia de MG2"
388,Sistemas Híbridos y Eléctricos,"¿Por qué el estado de carga (SOC) útil de la batería HV en el Prius se limita típicamente a un rango del 40% al 80%?","Para cumplir con normativas de seguridad","Para permitir una recarga más rápida","Para aumentar la vida útil de la batería","Para reducir el peso del vehículo","Para aumentar la vida útil de la batería"
389,Sistemas Híbridos y Eléctricos,¿Qué es un vehículo híbrido?,"Combina motor térmico y eléctrico","Solo eléctrico","Solo térmico","Sin batería","Combina motor térmico y eléctrico"
390,Sistemas Híbridos y Eléctricos,¿Qué significa NiMH?,"Níquel-Metal Hidruro","Níquel-Metal Hidrógeno","Níquel-Metal Halógeno","Níquel-Metal Hidratado","Níquel-Metal Hidruro"
391,Sistemas Híbridos y Eléctricos,¿Qué tipo de energía recupera el frenado regenerativo?,"Térmica","Química","Cinética","Solar","Cinética"
392,Sistemas Híbridos y Eléctricos,¿Qué función cumple el SMR?,"Convertir corriente","Conectar y desconectar el circuito HV","Controlar temperatura","Regular SOC","Conectar y desconectar el circuito HV"
393,Sistemas Híbridos y Eléctricos,¿Qué componente controla la tensión del bus continuo?,"MG1","MG2","Convertidor sobrevoltador","Batería auxiliar","Convertidor sobrevoltador"
394,Sistemas Híbridos y Eléctricos,¿Qué ocurre cuando el SOC baja del 40%?,"El motor térmico se enciende","MG2 sigue impulsando","MG1 se detiene","Se desconecta la batería","El motor térmico se enciende"
395,Sistemas Híbridos y Eléctricos,¿Qué función tiene MG2 principalmente?,"Generar electricidad","Arrancar el motor","Impulsar las ruedas","Cargar batería 12V","Impulsar las ruedas"
396,Sistemas Híbridos y Eléctricos,¿Qué función tiene MG1 principalmente?,"Propulsión principal","Controlar velocidad motor y generar","Solo frenado regenerativo","Carga de batería auxiliar","Controlar velocidad del motor y generar"
397,Sistemas Híbridos y Eléctricos,¿Cuántos SMRs hay típicamente?,"1","2","3","4","3"
398,Sistemas Híbridos y Eléctricos,El Service Plug sirve para:,"Reiniciar la ECU","Desconectar manualmente la batería HV","Conectar equipo de diagnóstico","Activar modo servicio","Desconectar manualmente la batería HV"
399,Sistemas Híbridos y Eléctricos,"En modo READY-OFF, ¿qué pasa con los SMR?","Siempre están cerrados","Se abren automáticamente","Solo uno permanece cerrado","Depende de la temperatura","Se abren automáticamente"
400,Sistemas Híbridos y Eléctricos,¿Qué mide el sensor de corriente de la batería HV?,"Solo corriente de carga","Solo corriente de descarga","Corriente de carga y descarga","Solo voltaje","Corriente de carga y descarga"
401,Sistemas Híbridos y Eléctricos,¿Qué detectan los sensores de temperatura de la batería HV?,"Temperatura ambiente","Temperatura de módulos individuales","Temperatura del líquido refrigerante","Temperatura del aire de admisión","Temperatura de módulos individuales"
402,Sistemas Híbridos y Eléctricos,¿Qué controla la ECU de la batería?,"Solo temperatura","Solo voltaje","Estado de carga (SOC) y temperatura","Solo corriente","Estado de carga (SOC) y temperatura"
403,Sistemas Híbridos y Eléctricos,¿Qué pasa si el SOC es muy bajo?,"El vehículo se apaga inmediatamente","Se limita la potencia de salida","No afecta el rendimiento","Se carga automáticamente de la red","Se limita la potencia de salida"
404,Sistemas Híbridos y Eléctricos,"En el modo de marcha atrás (""R"") de un vehículo híbrido como el Prius, la propulsión se realiza principalmente mediante:","El motor térmico (ICE)","El motor-generador MG1","El motor-generador MG2","La combinación de ICE y MG1","El motor-generador MG2"
405,Sistemas Híbridos y Eléctricos,¿Cuál es la ventaja principal de la arquitectura serie?,"Mayor autonomía eléctrica","Menor costo","Mayor velocidad","Menor peso","Mayor autonomía eléctrica"
406,Sistemas Híbridos y Eléctricos,¿Qué ventaja tiene la arquitectura paralelo?,"Combina potencia térmica y eléctrica","No necesita batería","Reduce peso","Elimina tren epicicloidal","Combina potencia térmica y eléctrica"
407,Sistemas Híbridos y Eléctricos,"El vehículo está en fuerte aceleración y batería descargada.","MG2 recibe energía del generador MG1.","MG1 actúa como motor.","El motor térmico se apaga.","MG1 recibe energía del generador MG2.","MG2 recibe energía del generador MG1."
408,Sistemas Híbridos y Eléctricos,¿Qué ocurre en modo B durante la deceleración?,"MG2 genera energía y MG1 actúa como motor","MG1 se detiene","El motor térmico se apaga","No hay regeneración","MG2 genera energía y MG1 actúa como motor"
409,Sistemas Híbridos y Eléctricos,"¿Qué misión tienen los SMR (System Main Relays)?","Controlar el flujo de refrigerante del motor térmico","Conectar y desconectar de forma segura la batería HV del circuito de alta tensión","Gestionar la comunicación entre las diferentes ECU","Activar el compresor del aire acondicionado","Conectar y desconectar de forma segura la batería HV del circuito de alta tensión"
410,Sistemas Híbridos y Eléctricos,"¿Qué componente se muestra en el esquema del tren epicicloidal?","Porta satélites","Convertidor","Batería","Variador","Porta Satélites"
411,Sistemas Híbridos y Eléctricos,"El vehículo circula en carretera y se solicita máxima eficiencia.","MG1 ajusta el régimen del motor térmico.","MG2 actúa como generador.","El motor de combustión se apaga.","El conductor debe reducir la velocidad.","MG1 ajusta el régimen del motor térmico"
412,Sistemas Híbridos y Eléctricos,"Secuencia de Operación SMR: ¿Cuál es la secuencia CORRECTA?","SMRG → SMRB → SMRP → (SMRP OFF)","SMRB → SMRP → SMRG → (SMRP OFF)","SMRP → SMRG → SMRB → (SMRB OFF)","SMRB → SMRG → SMRP → (SMRG OFF)","SMRB → SMRP → SMRG → (SMRP OFF)"
413,Sistemas Híbridos y Eléctricos,¿Cuál es la función del tren epicicloidal?,"Dividir potencia entre MG1 y MG2","Reducir tensión","Controlar la temperatura","Almacenar energía","Dividir potencia entre MG1 y MG2"
414,Sistemas Híbridos y Eléctricos,¿Qué componente conecta y desconecta el circuito HV?,"SMR","Convertidor","Onduleur","MG1","SMR"
415,Sistemas Híbridos y Eléctricos,"El vehículo está en READY pero no arranca por baja temperatura del motor.","El técnico A indica que MG2 arranca el motor térmico para calentar.","El técnico B manifiesta que MG2 impulsa el vehículo.","El técnico C dice que el motor térmico permanece apagado.","Ninguno tiene la razón.","Ninguno tiene la razón."
416,Sistemas Híbridos y Eléctricos,¿Cuántos IGBTs se usan para controlar un MG?,"2","4","6","8","6"
417,Sistemas Híbridos y Eléctricos,La técnica PWM en el inversor significa:,"Pulse Width Modulation","Power Wave Management","Phase Wave Modulation","Pulse Wave Management","Pulse Width Modulation"
418,Sistemas Híbridos y Eléctricos,El sensor de corriente de la batería HV mide:,"Corriente en cada módulo","Corriente total entrada/salida","Solo corriente de carga","Solo corriente de descarga","Corriente total entrada/salida"
419,Sistemas Híbridos y Eléctricos,¿Qué pasa cuando se detecta baja resistencia de aislamiento?,"Se almacena DTC y muestra advertencia","El sistema se apaga inmediatamente","Solo se enciende luz de check engine","No hay detección automática","Se almacena DTC y muestra advertencia"
420,Sistemas Híbridos y Eléctricos,Para medir aislamiento se usa:,"Multímetro común","Megóhmetro","Osciloscopio","Scanner","Megóhmetro"
421,Sistemas Híbridos y Eléctricos,La fuerza de frenado regenerativo depende de:,"Solo velocidad del vehículo","Estado de carga de la batería HV","Solo presión de freno","Temperatura ambiente","Estado de carga de la batería HV"
422,Sistemas Híbridos y Eléctricos,"En el sistema E-Four 4x4, MGR impulsa:","Ruedas delanteras","Ruedas traseras","Ambos ejes","Solo en reversa","Ruedas traseras"
